,arabizi,arabic,from_source
4150,leghneya,لغناية,1
4151,5af,خاف,1
4152,encha,انشاء,1
4153,amouna,امونة,1
4154,lghalya,لغالية,1
4155,ta7foun,تحفون,1
4156,mahoch,ماهوش,1
4157,octobre,اكتوبر,1
4158,tenjah,تنجح,1
4159,y5i,يخي,1
4160,esabr,الصبر,1
4161,neja7,ناجح,1
4162,gharbiya,غربية,1
4163,itounsi,التونسي,1
4164,chra,شرى,1
4165,rjalha,راجلها,1
4166,nchoufouh,نشوفوه,1
4167,yonsrok,ينصرك,1
4168,mast,ماصت,1
4169,matri,ماطري,1
4170,amthelek,امثالك,1
4171,nans7ek,ننصحك,1
4172,yahbet,يهبط,1
4173,yfaraj,يفرج,1
4174,asil,اصيل,1
4175,mandhrek,منظرك,1
4176,mimti,ميمتي,1
4177,tayech,طيش,1
4178,5arya,خرية,1
4179,katar,قطر,1
4180,ajl,اجل,1
4181,wch,وش,1
4182,nab9aw,نبقاو,1
4183,etari5,التاريخ,1
4184,menzel,منزل,1
4185,wnty,وانتي,1
4186,zebou,زبو,1
4187,adhika,هذيكا,1
4188,fal7in,فالحين,1
4189,kalik,قالك,1
4190,sma3tou,سمعتو,1
4191,7ijeb,حجاب,1
4192,ygoul,يقول,1
4193,mafihech,مفيهاش,1
4194,froukh,فروخ,1
4195,mrid,مريض,1
4196,nayak,نيك,1
4197,haba,حابة,1
4198,akahou,اكاهو,1
4199,ykoul,يقول,1
4200,ba3dhou,بعضو,1
4201,kanat,كانت,1
4202,mekla,ماكلة,1
4203,ltali,لتالي,1
4204,achab,اشب,1
4205,sa3dou,سعدو,1
4206,tri7a,طريحة,1
4207,azlem,ازلام,1
4208,ma3dech,معادش,1
4209,3sel,عسل,1
4210,yhdik,يهديك,1
4211,ya3n,يعن,1
4212,lelbled,لبلاد,1
4213,ikhalik,يخليك,1
4214,hay2a,هيئة,1
4215,stif,صطيف,1
4216,ba3da,بعدا,1
4217,matar,مطر,1
4218,el9a7ba,القحبة,1
4219,hakem,حاكم,1
4220,whouwa,وهوا,1
4221,zit,زيت,1
4222,madhloum,مظلوم,1
4223,ardh,ارض,1
4224,n7ibouk,نحبوك,1
4225,darkom,داركم,1
4226,godwa,غدوة,1
4227,jwe3a,جواعة,1
4228,dabagh,دباغ,1
4229,metrobi,متربي,1
4230,konti,كنتي,1
4231,hijeb,حجاب,1
4232,zidhom,زيدهم,1
4233,yasla7,يصلح,1
4234,n7ebha,نحبها,1
4235,akahw,اكهو,1
4236,mzamra,مزمرة,1
4237,asma,اسماء,1
4238,e5r,اخر,1
4239,del,دل,1
4240,zayid,زايد,1
4241,mofida,مفيدة,1
4242,elhak,الحق,1
4243,tnek,تناك,1
4244,wlidi,وليدي,1
4245,mimtou,ميمتو,1
4246,fachla,فاشلة,1
4247,t9oum,تقوم,1
4248,la7kouma,لحكومة,1
4249,korbi,قربي,1
4250,sayedi,صيادي,1
4251,mortha,مرضى,1
4252,7ayin,حيين,1
4253,7asit,حسيت,1
4254,inti5abat,انتخابات,1
4255,krib,قريب,1
4256,thki,تحكي,1
4257,rohou,روحو,1
4258,ezwawla,الزواولة,1
4259,miselch,ميسالش,1
4260,jil,جيل,1
4261,r5as,رخاص,1
4262,wmazel,ومزال,1
4263,madhabina,مذبينا,1
4264,thed,ضد,1
4265,a3tihom,اعطيهم,1
4266,9o7b,قحب,1
4267,tebni,تبني,1
4268,te5ser,تخسر,1
4269,to7t,طحت,1
4270,majlis,مجلس,1
4271,aghla,اغلى,1
4272,fahmouna,فهمونا,1
4273,t7ibou,تحبو,1
4274,93adtou,قعدتو,1
4275,5amem,خمم,1
4276,yarehmou,يرحمو,1
4277,jalsa,جلسة,1
4278,ya3tina,يعطينا,1
4279,alifriki,الافريقي,1
4280,yahdikom,يهديكم,1
4281,em3ana,معانا,1
4282,nesi,ناسي,1
4283,sabit,سبيت,1
4284,dhaouadi,ذوادي,1
4285,y5af,يخاف,1
4286,chno,شنو,1
4287,o5roj,اخرج,1
4288,jebna,جابنا,1
4289,blayes,بلايص,1
4290,baki,باقي,1
4291,anas,انس,1
4292,arjil,ارجل,1
4293,3nd,عند,1
4294,m3akoum,معاكم,1
4295,tfarejt,تفرجت,1
4296,kemil,كامل,1
4297,f9ir,فقر,1
4298,7aya,حيا,1
4299,7yati,حياتي,1
4300,yo5rjou,يخرج,1
4301,9ayes,قيس,1
4302,tanfa3,تنفع,1
4303,mek,ماك,1
4304,ethi9a,الثقة,1
4305,3afata,عفاطة,1
4306,ma7laha,محلاها,1
4307,inchlh,انشاله,1
4308,tafihom,طفيهم,1
4309,yosterna,يسترنا,1
4310,3adiya,عادية,1
4311,ta3bir,تعبير,1
4312,mastin,ماصتين,1
4313,laysa,ليس,1
4314,wahadha,وحدها,1
4315,b9itou,بقيتو,1
4316,tajamo3,تجمع,1
4317,7ezbek,حزبك,1
4318,im3a,امعا,1
4319,sad9ouni,صدقوني,1
4320,njibouh,نجيبوه,1
4321,3alech,علاش,1
4322,ye7mi,وحمي,1
4323,chkounek,شكونك,1
4324,fedina,فدينا,1
4325,chnoi,شنوة,1
4326,7alet,حالات,1
4327,bera7,بارح,1
4328,b3athkom,بعثكم,1
4329,te9ef,تاقف,1
4330,le3eb,لاعب,1
4331,ou5ra,اخرى,1
4332,3endha,عندها,1
4333,tari9,طريق,1
4334,hekom,هاكم,1
4335,yghani,يغني,1
4336,ydhaher,يظهر,1
4337,isa7a,الصحة,1
4338,tet7al,تتحل,1
4339,na3rif,نعرف,1
4340,elwakil,الوكيل,1
4341,7as,حس,1
4342,douda,دودة,1
4343,dholm,ظلم,1
4344,3adna,عندنا,1
4345,zby,زبي,1
4346,mizel,مزال,1
4347,sa7by,صاحبي,1
4348,akbr,اكبر,1
4349,amem,امام,1
4350,li5ir,لاخر,1
4351,aziz,عزيز,1
4352,jmla,جملة,1
4353,tfaker,تفكر,1
4354,esmo,اسمو,1
4355,sahit,صحيت,1
4356,ywaf9k,يوفقك,1
4357,ab3eth,ابعث,1
4358,5aterha,خاترها,1
4359,etir,اطير,1
4360,hazet,هزت,1
4361,zad,زاد,1
4362,web,واب,1
4363,tkoune,تكون,1
4364,7okem,حكام,1
4365,mawjoudin,موجودين,1
4366,nhibou,نحبو,1
4367,balik,بالك,1
4368,ya7ra9,يحرق,1
4369,rzin,رزين,1
4370,hakim,حاكم,1
4371,amane,امان,1
4372,galet,قالت,1
4373,walito,وليتو,1
4374,mahech,ماهاش,1
4375,nide2,نداء,1
4376,lnes,اناس,1
4377,8irek,غيرك,1
4378,tistana,تستنى,1
4379,nitmana,نتمنى,1
4380,tayah,طيح,1
4381,shay,شيئ,1
4382,mechekel,مشاكل,1
4383,3oudh,عوض,1
4384,tousil,توصل,1
4385,9wia,قوية,1
4386,mat5alich,متخليش,1
4387,radhi,راضي,1
4388,winha,وينها,1
4389,ta5ou,تاخو,1
4390,wou3oud,وعود,1
4391,elflous,الفلوس,1
4392,mawthou3,موضوع,1
4393,mart,مرت,1
4394,weldou,ولدو,1
4395,dkhal,دخل,1
4396,hasan,حسان,1
4397,ohhh,اههه,1
4398,wa3mel,واعمل,1
4399,barabi,بربي,1
4400,cha5siya,شخصية,1
4401,kethba,كذبة,1
4402,lawel,لول,1
4403,trabelsia,طرابلسية,1
4404,alif,اليف,1
4405,5aser,خاسر,1
4406,thabtou,ثبتو,1
4407,ne5dmou,نخدمو,1
4408,eria7i,الرياحي,1
4409,sakrou,سكرو,1
4410,soura9,سراق,1
4411,inchlah,انشاءالله,1
4412,heja,حاجة,1
4413,5ih,خيه,1
4414,hmal,همل,1
4415,san3a,صنعة,1
4416,farha,فرحة,1
4417,hali,هالي,1
4418,nesbet,نسبة,1
4419,mayji,ميجي,1
4420,birjouliya,برجولية,1
4421,takel,تاكل,1
4422,deniya,دنيا,1
4423,mosta7il,مستحيل,1
4424,tarikh,تاريخ,1
4425,menik,منك,1
4426,mchat,مشات,1
4427,chribetkom,شريبتكم,1
4428,lahna,لهنا,1
4429,habs,حبس,1
4430,chya3mel,شيعمل,1
4431,la3jab,لعجب,1
4432,tafaha,تافهة,1
4433,kho,خو,1
4434,ri2esa,رئيسة,1
4435,3ebra,عبرة,1
4436,choiya,شوية,1
4437,ostoura,اسطورة,1
4438,mata3mel,متعمل,1
4439,ijam3ia,الجمعية,1
4440,tmoutou,تموتو,1
4441,maser,مصر,1
4442,kel3ada,كلعادة,1
4443,bditou,بديتو,1
4444,mahmoud,محمود,1
4445,laho,لاهو,1
4446,lahkaya,لحاية,1
4447,ch3ab,شعب,1
4448,jamil,جميلة,1
4449,wost,وسط,1
4450,yodhhorli,يظهرلي,1
4451,elgalia,الغالية,1
4452,ghorba,الغربة,1
4453,msh,مش,1
4454,khraj,خرج,1
4455,msayeb,مسيب,1
4456,ta5raw,تخراو,1
4457,y5amem,يخمم,1
4458,7san,حسن,1
4459,ma3ah,معاه,1
4460,boughanmi,بوغانمي,1
4461,rou7ak,روحك,1
4462,3malto,عملتو,1
4463,marit,مريت,1
4464,yetbadel,يتبدل,1
4465,charafi,شرفي,1
4466,notlob,نطلب,1
4467,rwehom,رواحكم,1
4468,tama3a,طامع,1
4469,limra,لمرا,1
4470,nenta5bou,ننتخبو,1
4471,e3dem,اعدم,1
4472,bendir,بندير,1
4473,faker,فاكر,1
4474,a5le9,اخلاق,1
4475,lahas,لحاس,1
4476,mkarez,مكرز,1
4477,ijou,اجو,1
4478,ajnabi,اجنابي,1
4479,lazm,لازم,1
4480,go3r,قعر,1
4481,miliar,مليار,1
4482,na3rfo,نعرفو,1
4483,n7bouk,نحبوك,1
4484,rja3t,رجعت,1
4485,mli,ملي,1
4486,eslem,اسلام,1
4487,moslmin,مسلمين,1
4488,ma7lehom,محلاهم,1
4489,3amlouha,عملوها,1
4490,wa7dak,وحدك,1
4491,ahaya,اهيا,1
4492,3arfin,عارفين,1
4493,matansech,متنساش,1
4494,kayes,كياس,1
4495,metanbir,متنبير,1
4496,b3adh,بعض,1
4497,lilehi,للاهي,1
4498,jme3t,جماعت,1
4499,rakez,ركز,1
4500,fibelou,فيبالو,1
4501,w9ayet,وقيت,1
4502,wya,ويا,1
4503,b9a,بقى,1
4504,a7mer,احمر,1
4505,nitham,نظام,1
4506,monta5ab,منتخب,1
4507,5ritou,خريتو,1
4508,yekdheb,يكذب,1
4509,go3ra,قعرة,1
4510,n9olk,نقلك,1
4511,sbou3i,سبوعي,1
4512,toktel,تقتل,1
4513,ma3aka,معك,1
4514,ejdida,الجديدة,1
4515,eljam3ia,الجمعية,1
4516,tod5ol,تدخل,1
4517,etahana,الطحانة,1
4518,jwa3a,جواعة,1
4519,ybi3ou,يبييعو,1
4520,tkalmou,تكلمو,1
4521,3ati,عاطي,1
4522,3abir,عبير,1
4523,mfach5in,مفشخين,1
4524,fasa5,فسخ,1
4525,djerba,جربة,1
4526,andkom,عندكم,1
4527,bitawfik,بالتوفيق,1
4528,hekeka,هكاكا,1
4529,m3ahoum,معاهم,1
4530,chera3,شارع,1
4531,3leya,عليا,1
4532,mouta,موتى,1
4533,yberek,يبارك,1
4534,bountou,بونتو,1
4535,9otlek,قتلك,1
4536,jazar,جزر,1
4537,danya,دنيا,1
4538,wnchalh,وانشاءالله,1
4539,na3mil,نعمل,1
4540,sawfa,سوف,1
4541,yaml,يعم,1
4542,thoma,ثم,1
4543,il7a9,الحق,1
4544,ljana,لجنة,1
4545,9adekech,قداكش,1
4546,tahfouna,تحفونة,1
4547,tnahi,تنحي,1
4548,ilah,الله,1
4549,jbel,جبل,1
4550,younsrek,ينصرك,1
4551,5asrin,خاسرين,1
4552,yelzim,يلزم,1
4553,montsar,منتصر,1
4554,ekdem,اخدم,1
4555,3ind,عندي,1
4556,ta5rawlou,تخراولو,1
4557,taoua,توة,1
4558,ne7na,نحن,1
4559,5rajt,خرجت,1
4560,tfalem,تفلم,1
4561,3ajbek,عجبك,1
4562,wehna,واحنا,1
4563,tournes,تونس,1
4564,jabet,جابت,1
4565,et7eb,اتحب,1
4566,nasma3ha,نسمعها,1
4567,5ayfa,خايفة,1
4568,ekoun,يكون,1
4569,kader,قادر,1
4570,yehki,يحكي,1
4571,raj3et,رجعت,1
4572,mounafe9,منافق,1
4573,tijani,تيجاني,1
4574,andhef,انظف,1
4575,chedi,شادي,1
4576,ibarek,يبارك,1
4577,7asa,حاسة,1
4578,b3adna,بعضنا,1
4579,5alet,خالط,1
4580,3aml,عامل,1
4581,najm,نجم,1
4582,yotlob,يطلب,1
4583,maghreb,مغرب,1
4584,lechkoun,لشكون,1
4585,ady,عادي,1
4586,ch3ar,شعر,1
4587,likbir,لكبير,1
4588,lbes,لباس,1
4589,awelhom,اولهم,1
4590,galbek,قلبك,1
4591,ya3rif,يعرف,1
4592,edour,ادور,1
4593,naoufel,نوفل,1
4594,chaye,شيئ,1
4595,3lek,عليك,1
4596,a5tawna,اخطاونا,1
4597,tsala7,تصلح,1
4598,yar7im,يرحم,1
4599,b3d,بعد,1
4600,9odret,قدرة,1
4601,5awana,خونة,1
4602,tansa,تنسا,1
4603,la7ad,لحظة,1
4604,7aba,حابة,1
4605,kena,كان,1
4606,ganouchi,غنوشي,1
4607,7ajetna,حاجتنا,1
4608,khlifi,خليفي,1
4609,ebni,ابني,1
4610,melekher,ماللخر,1
4611,tansech,تنساش,1
4612,adam,ادم,1
4613,wa9tach,وقتاش,1
4614,nakira,نكرة,1
4615,yhot,يحط,1
4616,yawm,يوم,1
4617,3laya,عالية,1
4618,esem,اسم,1
4619,l3ib,لعيب,1
4620,far3,فرع,1
4621,masrou9a,مسروقة,1
4622,bourgiba,بورقيبة,1
4623,ihtiram,احترام,1
4624,kraht,كرهت,1
4625,islim,سليم,1
4626,chedha,شدها,1
4627,thniya,ثنية,1
4628,3lihoum,عليهم,1
4629,ghlot,غلطت,1
4630,yejbed,يجبد,1
4631,3ans,برحمت,1
4632,bra7met,بالرسمي,1
4633,yosrof,يصرف,1
4634,9raya,قرايا,1
4635,le7ram,لحرام,1
4636,esyasa,السياسة,1
4637,echnouwa,اشنوة,1
4638,erou7,الروح,1
4639,ta9ef,تاقف,1
4640,7okoma,حكومة,1
4641,nefdik,نفديك,1
4642,melyar,مليار,1
4643,janah,جنة,1
4644,ykalik,يقلقك,1
4645,akhbar,اخبار,1
4646,sektin,ساكتين,1
4647,jam3eyetna,جمعيتنا,1
4648,jard,جرد,1
4649,mada,مادة,1
4650,na3raf,نعرف,1
4651,dakhel,داخل,1
4652,b5er,بخير,1
4653,ma3andhech,معندهاش,1
4654,enar,النار,1
4655,dhib,ذيب,1
4656,mahi,ماهي,1
4657,chlaka,شلاكة,1
4658,cheded,شادد,1
4659,nhebk,نحبك,1
4660,manajmouch,منجموش,1
4661,rejal,راجل,1
4662,lefriqui,لافريقي,1
4663,yweli,يولي,1
4664,alahh,الله,1
4665,9atl,قالت,1
4666,yonsorkom,ينصركم,1
4667,masale7,مصالح,1
4668,dmou3,دموع,1
4669,lmaryoul,المريول,1
4670,5ala,خالة,1
4671,mnayik,منيك,1
4672,elmouhem,المهم,1
4673,maloul,ماللول,1
4674,4alet,غالط,1
4675,lekbira,لكبيرة,1
4676,kroz,كرز,1
4677,hedeka,هذاكا,1
4678,miliarat,مليارات,1
4679,5atar,خطر,1
4680,jayech,جيش,1
4681,jawebni,جاوبني,1
4682,seri9,سارق,1
4683,yar7m,يرحم,1
4684,lekrasi,الكراسي,1
4685,5ouf,خوف,1
4686,osket,اسكت,1
4687,mazalou,مزالو,1
4688,heke,حكى,1
4689,mafhemtch,مفهمتش,1
4690,hokouma,حكومة,1
4691,marioul,مريول,1
4692,3ra9,عرق,1
4693,yeki,ياخي,1
4694,lisar,ليسار,1
4695,m3abi,معبي,1
4696,thamech,ثماش,1
4697,fesid,فاسد,1
4698,galbou,قلبو,1
4699,7atet,حاطط,1
4700,m3ach,معاش,1
4701,enik,انيك,1
4702,3alayhi,عليه,1
4703,asrar,اسرار,1
4704,labsa,لعصبة,1
4705,7achtna,حاشتنا,1
4706,ta3ba,تابعة,1
4707,chkouni,شكوني,1
4708,wa9it,وقيت,1
4709,lekin,لكن,1
4710,jad,جد,1
4711,koulna,كلنا,1
4712,saben,سبان,1
4713,mansour,منصور,1
4714,elotf,اللطف,1
4715,choukran,شكرا,1
4716,isebou,يسبو,1
4717,idin,الدين,1
4718,tjibo,تجبو,1
4719,jeyin,جايين,1
4720,bila,بلا,1
4721,t9aren,تقارن,1
4722,5alini,خليني,1
4723,3elmi,عالمي,1
4724,femech,فماش,1
4725,jbora,جبورة,1
4726,kalma,كلمة,1
4727,hasbiya,حسبي,1
4728,godem,قدام,1
4729,mini,مني,1
4730,hezha,هزها,1
4731,tchabah,تشبه,1
4732,echnowa,اشنوة,1
4733,moubarak,مبارك,1
4734,yekel,ياكل,1
4735,majhoud,مجهود,1
4736,na7it,نحيت,1
4737,kebir,كبير,1
4738,ekbir,اكبر,1
4739,ya9raw,يقراو,1
4740,esaber,الصبر,1
4741,regued,راقد,1
4742,bl7a9,بالحق,1
4743,9alkom,قلكم,1
4744,braveau,برافو,1
4745,nektelha,نكتلها,1
4746,n7es,نحس,1
4747,flousna,فوسنا,1
4748,eriehi,الرياحي,1
4749,hawya,هاوية,1
4750,ya3rf,يعرف,1
4751,es7a7,الصحاح,1
4752,msaybin,مسيبين,1
4753,ya3tiw,يعطيو,1
4754,manzel,منزل,1
4755,etfol,الطفل,1
4756,bli,باللي,1
4757,sbitar,سبيتار,1
4758,tokhrej,تخرج,1
4759,thawret,ثورة,1
4760,goub3a,قبعة,1
4761,mte3o,متاعو,1
4762,bihoum,بيهم,1
4763,rhout,رهوط,1
4764,tnekt,تناكت,1
4765,bism,باسم,1
4766,ezwewla,الزواولة,1
4767,9adha,قضاء,1
4768,faycel,فيصل,1
4769,fehim,فاهم,1
4770,mathal,مثل,1
4771,3lia,عليا,1
4772,mit,ميت,1
4773,mokhek,مخك,1
4774,sabat,صبات,1
4775,enheb,انحب,1
4776,nabeul,نابل,1
4777,lou4a,لغة,1
4778,masl7a,مصلحة,1
4779,habtou,هبطو,1
4780,tafih,تافه,1
4781,behiya,باهية,1
4782,mezelna,مولنا,1
4783,y9ol,يقول,1
4784,taflim,تفليم,1
4785,fahmouni,فهموني,1
4786,l5edma,لخدمة,1
4787,i5ales,يخلص,1
4788,tati,تاتي,1
4789,eras,الراس,1
4790,rabye,ربي,1
4791,akthr,اكثر,1
4792,ydir,يدير,1
4793,thb,تحب,1
4794,jamal,جمال,1
4795,ibaki,يبكي,1
4796,7alit,حليت,1
4797,9hawi,قهاوي,1
4798,nkawrou,نكورو,1
4799,7atou,حاطو,1
4800,rajelha,رجالها,1
4801,mounef9in,منافقين,1
4802,filem,فلم,1
4803,sadi9i,صديقي,1
4804,manfou5,منفوخ,1
4805,jam3yetna,جمعيتنا,1
4806,el3asba,العصبة,1
4807,fahom,فاهم,1
4808,3arabi,عربي,1
4809,nraj3ou,نرجعو,1
4810,raper,ربور,1
4811,kabes,كبس,1
4812,y3ani,يعاني,1
4813,jerdhen,جرذان,1
4814,tharba,ضربة,1
4815,bhar,بحر,1
4816,yezebi,يازبي,1
4817,serek,سرك,1
4818,sasi,ساسي,1
4819,yet9abel,يتقبل,1
4820,mathweh,مثواه,1
4821,ngoul,نقول,1
4822,hazitou,هزيتو,1
4823,thema,ثمة,1
4824,fahmi,فهمي,1
4825,lghali,لغالي,1
4826,a7zab,احزاب,1
4827,3alekher,عاللخر,1
4828,mekich,ماكش,1
4829,akermi,عكرمي,1
4830,jarida,جريدة,1
4831,3ala9a,علاقة,1
4832,wja3ni,وجعني,1
4833,nesha,ناسها,1
4834,bel3ani,بالعاني,1
4835,sehel,ساهل,1
4836,ma3louma,معلومة,1
4837,edinya,الدنيا,1
4838,bolden,بلدان,1
4839,tounisna,تونسنا,1
4840,barnous,برنوس,1
4841,ywaf9ou,يوقفو,1
4842,sma3,سمع,1
4843,ejamia,الجمعية,1
4844,kilabou,كلاب,1
4845,4ali,غالي,1
4846,wijhik,وجهك,1
4847,yekdem,يخدم,1
4848,dyoun,ديون,1
4849,werteni,ورتاني,1
4850,ma3amlou,معمولة,1
4851,watanya,وطنية,1
4852,n9olo,نقلو,1
4853,masir,مصير,1
4854,hethouma,هذوما,1
4855,ne5dem,نخدم,1
4856,telhit,تلهيت,1
4857,rai,راي,1
4858,tkhali,تخلي,1
4859,hamemi,همامي,1
4860,imta3,امتع,1
4861,rachid,راشد,1
4862,a7ad,احد,1
4863,swa7liya,سواحلية,1
4864,elmarzou9i,المرزوقي,1
4865,3a9leya,عقلية,1
4866,machia,ماشية,1
4867,hareb,هارب,1
4868,lehom,ليهم,1
4869,elil,الليل,1
4870,lbaji,الباجي,1
4871,wrana,ورانا,1
4872,elbenzarti,البنزرتي,1
4873,aslek,اصلك,1
4874,ourabi,وربي,1
4875,siasi,سياسي,1
4876,tahiyati,تحيات,1
4877,kithb,كذب,1
4878,soltani,سلطاني,1
4879,alaha,الله,1
4880,eti7ad,اتحاد,1
4881,temchich,تمشيش,1
4882,isahel,اسهال,1
4883,nahar,نهار,1
4884,hyeti,حياتي,1
4885,e7eb,يحب,1
4886,na9fou,ناقفو,1
4887,m3alma,معلمة,1
4888,fehma,فاهمة,1
4889,9oulouli,قولولي,1
4890,fark,فرق,1
4891,ihib,يحب,1
4892,sabar,صبر,1
4893,atfah,اتفه,1
4894,faztek,فازتك,1
4895,be3d,بعد,1
4896,maou,ماو,1
4897,7yetou,حياتو,1
4898,traba,تربى,1
4899,hasit,حسيت,1
4900,balti,بلطي,1
4901,y3awena,يعونا,1
4902,wa3la,وعلى,1
4903,chwiya,شوية,1
4904,tfid,تفيد,1
4905,bedam,بالدم,1
4906,zhar,زهر,1
4907,niya,نية,1
4908,wadh3,وضع,1
4909,e5dim,اخدم,1
4910,roud,رد,1
4911,ywafe9,يوفق,1
4912,nchoufek,نشوفك,1
4913,jiha,جهة,1
4914,yarhm,يرحم,1
4915,imoutou,يموتو,1
4916,boukom,بوكم,1
4917,ichkoun,اشكون,1
4918,n7ebk,نحبك,1
4919,tmathel,تمثل,1
4920,tachkila,تشكيلة,1
4921,t7bou,تحبو,1
4922,jomhourha,جمهورها,1
4923,4riba,غريبة,1
4924,wlidha,وليدها,1
4925,ysoun,يصون,1
4926,edar,الدار,1
4927,mnayak,منيك,1
4928,fthi7a,فضيحة,1
4929,mlahet,ملاهط,1
4930,ch3eb,شعب,1
4931,tounese,تونس,1
4932,7md,حمدالله,1
4933,yna3mo,ينعمو,1
4934,bhy,باهي,1
4935,khawti,خاوتي,1
4936,ichafiha,اشفيها,1
4937,zouhaier,زهير,1
4938,andik,عندك,1
4939,wslim,وسليم,1
4940,7a9a,حقا,1
4941,lghneya,لغناية,1
4942,l3ab,لعب,1
4943,nabrou,نبرو,1
4944,m5a5kom,مخاخكم,1
4945,sormk,صرمك,1
4946,hokm,حكم,1
4947,etlha,اتلها,1
4948,irjal,الرجال,1
4949,o9som,اقسم,1
4950,afdha7,افضح,1
4951,yaslim,يسلم,1
4952,so9at,سقاط,1
4953,t3ab,تعب,1
4954,y7es,يحس,1
4955,madhrouba,مضروب,1
4956,romdhane,رمضان,1
4957,yehlkek,يهلك,1
4958,hasbia,حسبي,1
4959,tarba7,تربح,1
4960,da5il,داخل,1
4961,enajmou,انجمو,1
4962,te5dm,تخدم,1
4963,ghaza,غزة,1
4964,arfaoui,عرفاوي,1
4965,ikoul,يقول,1
4966,3omrik,عمرك,1
4967,9owet,قوة,1
4968,etajamo3,التجمع,1
4969,walahy,والله,1
4970,habibti,حبيبتي,1
4971,kalek,قالك,1
4972,sbarna,صبرنا,1
4973,mara7ba,مرحبا,1
4974,yod5ol,يدخل,1
4975,gamra,قمرة,1
4976,barnamaj,برنامج,1
4977,karar,قرار,1
4978,jibo,جيبو,1
4979,el3alem,العالم,1
4980,wlahi,والله,1
4981,tetmana,تتمنى,1
4982,fara7tna,فرحتنا,1
4983,klami,كلامي,1
4984,boudourou,بودورو,1
4985,bladek,بلادك,1
4986,neklou,ناكلو,1
4987,rohik,وحك,1
4988,mafiha,مافيها,1
4989,l7ad,لحد,1
4990,baramij,برامج,1
4991,ab3ath,ابعث,1
4992,man7ebouch,منحبوش,1
4993,bledik,بلادك,1
4994,nenta5bek,ننتخبك,1
4995,mazo,مزالو,1
4996,khlifa,خليفة,1
4997,fachil,فاشل,1
4998,osktou,اسكتو,1
4999,yakel,ياكل,1
5000,wejhi,وجهي,1
5001,dwla,دولة,1
5002,yarja,يرجع,1
5003,yala3bou,يلعبو,1
5004,wa7di,وحدي,1
5005,ghirha,غيرها,1
5006,raihi,رياحي,1
5007,khire,خير,1
5008,fawtha,فتوة,1
5009,tardou,طردو,1
5010,i7ebo,يحبو,1
5011,rabha,رابحة,1
5012,watha7,واضح,1
5013,eljana,الجنة,1
5014,kifma,كيفما,1
5015,3ahed,عهد,1
5016,anek,انك,1
5017,ezine,الزين,1
5018,darna,دانا,1
5019,bel7ram,بالحرام,1
5020,te5dmou,تخدمو,1
5021,chwaia,شوية,1
5022,kadhab,كذاب,1
5023,firas,فراس,1
5024,tfouhhh,تفوههه,1
5025,ye5dm,يخدم,1
5026,yba3ed,يبعد,1
5027,manzah,منزه,1
5028,blasto,بلاصتو,1
5029,tesir,تصير,1
5030,sahafi,صحفي,1
5031,8onaya,غناية,1
5032,tarje3,ترجع,1
5033,bared,برد,1
5034,sa7bek,صاحبك,1
5035,bedhabt,بالضبط,1
5036,na3n,نعن,1
5037,hadadi,حدادي,1
5038,layamet,الايامات,1
5039,kairouan,قيروان,1
5040,chikh,شيخ,1
5041,jme3it,جماعت,1
5042,fa9ir,فقير,1
5043,5yr,خير,1
5044,emine,امين,1
5045,na3en,نعن,1
5046,3achra,عشرة,1
5047,kabira,كبيرة,1
5048,mila,ملا,1
5049,9ararat,قرارت,1
5050,dho7ka,ضحكة,1
5051,bi3a,بيعة,1
5052,agerbi,عقربي,1
5053,kanit,كانت,1
5054,lwa9et,لوقت,1
5055,7a9ha,حقها,1
5056,abhem,ابهم,1
5057,fdhaye7,فضايح,1
5058,mita,ميتة,1
5059,rja3na,رجعنا,1
5060,wazir,وزير,1
5061,dyma,ديما,1
5062,keteb,كتاب,1
5063,5alou,خلو,1
5064,wasa3,وسع,1
5065,libye,ليبيا,1
5066,9a7bet,قحبات,1
5067,rabta,رابطة,1
5068,gata3,قطع,1
5069,ya5ra,يخرى,1
5070,bideya,بداية,1
5071,asad,اسد,1
5072,testahel,تستاهل,1
5073,chira,شيرة,1
5074,oumek,امك,1
5075,farina,فرينة,1
5076,hade,هذا,1
5077,tel3ab,تلعب,1
5078,el7al,الحل,1
5079,benet,بنت,1
5080,cravate,كرفات,1
5081,ilkoul,يقول,1
5082,9adha2,قضاء,1
5083,ynaykou,ينيكو,1
5084,idawla,الدولة,1
5085,menghir,منغير,1
5086,athika,هذيكا,1
5087,bahiya,باهية,1
